id,name,aliases,type,required_markup,markup_phrase,legal_basis,done
11fae1a7-bbab-4641-a88d-3b5cf3ad7bdd,Колесников Андрей Владимирович,"[""Колесников А. В."",""Колесников Андрей"",""Андрей Колесников"",""Колесников Андрей В."",""Колесников Андрей Владимирович"",""Андрей Владимирович Колесников"",""Колесников А. Владимирович"",""Андрюха Колесников"",""Андрюша Колесников"",""Коляныч Колесников"",""Колесников Андрюха"",""Колесников Андрюша"",""Колесников А.В. (Андрюха)"",""Андрей Колесников (Коляныч)"",""Колесников А. (Андрюша)"",""Андрей Колесников (Андрюха)"",""Колесников Андрей (Андрюша)"",""Колесников А.В. (Андрюша)"",""Колесников Андрей В. (Андрюха)""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
121615d6-d4a7-4dc6-bbc8-4dd412e8c32f,The Black Sea Trust for Regional Cooperation (Черноморский фонд регионального сотрудничества) (Румыния),"[""ЧФРС"",""Черноморский фонд"",""Черноморской Фонд"",""ЧФ"",""Фонд ЧФРС"",""Черноморский"",""Фонд Черноморья"",""BST""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
12221879-9450-47a4-9ee0-bf5292ef8b78,Голубева Анна Львовна,"[""Анна Голубева"",""А. Л. Голубева"",""Г. А. Львовна"",""Анютка Голубева"",""Голубева А. Л."",""Аня Голубева"",""Анна Львовна Голубева"",""Анна Л. Голубева"",""А. Голубева"",""Голубева Анна"",""Аннушка Голубева"",""Аннуля Голубева"",""Анночка Голубева"",""Анюта Голубева"",""Голубева Аня"",""Голубева Аннушка"",""А. Голубева Львовна"",""Голубева А.Л."",""Анна Львовна Г."",""Голубева А. Львовна"",""А.Л. Голубева""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
122d1e79-6dc9-4f69-b16f-a9c9d1f87a7e,"Громадська Спiлка Мiжнародний Громадський Рух АЛЛАТРА (Общественный Союз Международное Общественное Движение Аллатра, Международное общественное движение АЛЛАТРА, МОД АЛЛАТРА, АллатРа) (Украина)","[""Общество Аллатра"",""Аллатра-Рух"",""MOD ALLATRA"",""АЛЛАТРА Украина"",""Аллатра"",""АЛЛАТРА УА"",""Аллатра-МОД"",""Рух Аллатра"",""Громадський Рух Аллатра"",""Всесвітній Рух Аллатра"",""MOD Аллатра"",""Згромадження Аллатра"",""Спілка Аллатра"",""Аллатра-союз"",""Аллатра-Україна"",""МОД АЛЛАТРА УА"",""МОД Аллатра"",""Рух АЛЛАТРА UA"",""Громада Аллатра"",""Аллатра-центр"",""АЛЛАТРА МОД"",""Аллатра-спілка"",""Аллатра-громада""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
12457cc6-7927-4699-a351-ee9edabf7881,Общество с ограниченной ответственностью ТАЙГА ИНФО,"[""ООО ТАЙГА ИНФО"",""ТАЙГА ИНФО"",""ТАЙГА"",""ТИ"",""ООО ТИ"",""Тайга Инфо"",""ТайгаИнфо"",""Тайга-Инфо"",""Тайга инфо"",""ТИшка"",""Тайгуша"",""Тайгушка"",""ООО Тайга"",""Таёжка"",""Инфо-Тайга"",""Тайга Компания""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
12b6596c-6b30-44e7-a463-c7af7daee752,Общество с ограниченной ответственностью Телеканал Дождь,"[""ООО ТК Дождь"",""Телеканал Дождь"",""ТК Дождь"",""ООО Телеканал Дождь"",""Дождь"",""Дождь ТВ"",""Дождик"",""Телек Дождь"",""Канал Дождь"",""Дождь-ТВ"",""ТКД"",""Дождь ООО"",""Теледождь"",""Дождёвый""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
132e1dea-fc34-473e-af9b-cac6312c29a4,Проект Трансперенси Интернешнл-Россия в изгнании,"[""Проект ТИРИ"",""Проект Трансперенси Интернешнл-Россия"",""Проект Трансперенси Интернешнл-Россия в изгнании"",""Проект ТИРИ в изгнании"",""ТИРИ"",""Трансперенси Интернешнл-Россия"",""ТИРИ в изгнании"",""Проект Транспаренси Россия"",""Проект ТИ в изгнании"",""Транспаренси Россия"",""ТИ в изгнании"",""ТР"",""Транспаренси ИР"",""Проект Транспаренси"",""ТИ-Россия"",""Транспаренси ИР в изгнании"",""ТИРИшники"",""Проект ТИ-Россия"",""Транспаренси"",""ТИ проект""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
133a6d18-ad0f-431f-b56f-7290b14cbcba,Шаведдинов Руслан Табризович,"[""Шаведдинов Руслан Табризович"",""Руслан Табризович Шаведдинов"",""Шаведдинов Р. Т."",""Р. Т. Шаведдинов"",""Руслан Шаведдинов"",""Руслан Т. Ш."",""Р. Шаведдинов"",""Р. Ш."",""Шаведдинов Руслан"",""Руслан Ш."",""Рус Шаведдинов"",""Русланчик Шаведдинов"",""Русик Шаведдинов"",""Рустам Шаведдинов"",""Шаведдинов Русик"",""Р. Т. Ш."",""Руслан Табризович"",""Руслан Т."",""Табризович Шаведдинов""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
1342a75d-6fa8-41f2-ad5f-cdea6fe1da9c,Гусев Андрей Юрьевич,"[""Гусев А. Ю."",""Андрей Гусев"",""Андрей Юрьевич"",""Гусев Андрей"",""Андрюха Гусев"",""Гусев Андрюха"",""Андрей Юрьич"",""Гусев А.Ю."",""А. Гусев"",""Андрюша Гусев"",""Гусев Андрюша"",""Андрюха Юрьевич"",""Юрьич Гусев"",""А.Ю. Гусев""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
13615cab-5b4b-4eb9-b61b-c8d08610ece1,Интернет-проект Объектив,"[""Интернет-проект Объектив"",""Объектив"",""ИП Объектив"",""ИПО"",""Интернет-Объектив"",""Интернет-проект О"",""ИПОбъектив"",""Объективчик"",""Интернет-Объективчик"",""ИПОшка"",""Объектив-проект"",""ОБЖ"",""ИнтерОбъектив"",""Обжек"",""Проект Обж"",""Обж-проект"",""Интернет-Обж""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
13624dc2-9d8b-4f73-981e-edb3d8b81cc0,Парни Плюс/Парни+,"[""Парни Плюс"",""Парни+"",""ПП"",""Плюс Парни"",""Парни с плюсом"",""Парни и еще что-то""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
136935c7-9da3-4cd8-a3cc-d277695b10c3,Гармажапова Александра Цыреновна,"[""Гармажапова А. Ц."",""Гармажапова Александра Ц."",""Александра Ц. Гармажапова"",""А. Ц. Гармажапова"",""Гармажапова Александра"",""Гармажапова Александра Цыреновна"",""Гармажапова Саша Ц."",""Саша Ц. Гармажапова"",""А. Гармажапова"",""Саша Гармажапова"",""Гармажапова С. Ц."",""С. Ц. Гармажапова"",""Александра Гармажапова"",""Гармажапова С."",""С. Гармажапова"",""Александра Г."",""А. Г."",""Саша Цыреновна""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
137d4e27-e57a-4342-952c-c0b17c599617,Общество с ограниченной ответственностью Собеседник-Медиа,"[""ООО Собеседник-Медиа"",""Собеседник-Медиа"",""Собеседник-М"",""ООО С-М"",""С-М"",""Собеседник"",""Собеседка"",""Собмедиа"",""СМ"",""ООО Собеседник"",""ООО СМ"",""Собес"",""Собеседник Медиа"",""ООО Собеседник Медиа""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
138c9287-7774-495d-977b-8342dab9bc46,Фейгин Марк Захарович,"[""Марк Фейгин"",""М. З. Фейгин"",""Марк Захарович"",""Ф. М. Захарович"",""Фейгин М. З."",""Ф. З. Фейгин"",""Марк Захарович Фейгин"",""Фейгин Марк Захарович"",""Фейгин М.З."",""Ф. М. Фейгин"",""Марк З. Фейгин"",""М. Фейгин"",""Ф. Фейгин"",""Фейгин Марк"",""Маркуша Фейгин"",""Маркуха Фейгин"",""Фейгин Маркуша""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
13f76274-625c-4774-8b0b-f67fad907b72,Алтайская краевая общественная организация Геблеровское экологическое общество,"[""АКО Геблеровское экологическое общество"",""АКО Геблеровское ЭО"",""Алтайская краевая организация Геблеровское ЭО"",""Геблеровское экологическое общество"",""Геблеровское ЭО"",""АКО ГЭО"",""Геблеровцы"",""Алтайские геблеровцы"",""Общество Геблера"",""Геблеровское"",""ГЭО"",""Алтайское экологическое"",""АКО ГЭОшники"",""Геблеровская организация"",""Экологи Алтая от Геблера"",""Геблеровские экологи"",""Геблеровская эко-группа"",""Алтайские экологи"",""Геблеровщики""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
140dd64c-cab1-46da-86eb-9a7f6472a940,Межрегиональное объединение Русский общенациональный союз,"[""Русский союз"",""Русской союз"",""Межрегиональный союз"",""Русская общенациональная организация"",""МО РОС"",""РОС"",""Русский Союз"",""Россоюз"",""Нацсоюз"",""МОР"",""Общенациональный Союз"",""МОРОС"",""Русский Объединенный Союз"",""РосОбъединение"",""РусСОЮЗ""]",экстремисты,true,Признана экстремистской организацией и запрещена на территории РФ,ч. 2 ст. 13.15 КоАП РФ,true
14696036-9c26-4699-a845-59830281aca9,Проект Радио Сахаров,"[""Радио Сахаров"",""Проект Сахаров"",""Сахаров FM"",""Радио С"",""ПРС"",""РС"",""Проект Сахаров Радио"",""Сахаровка"",""Радио Саха"",""Сахар"",""РСах"",""СахаФМ"",""Проект РС"",""PRS"",""RS"",""Сахаров ВэФэм"",""Радиоша"",""СахФМ"",""Проект РадиоСахаров""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
1469a6e0-1ef8-424b-a9ca-c6d7f8e81eae,Челябинский региональный благотворительный общественный фонд За природу,"[""Челябинский фонд За природу"",""ЧФЗП"",""Челябинский благотворительный фонд"",""Челябинский общественный фонд За природу"",""Челябинский региональный фонд"",""Челябинский фонд природы"",""ЧебФонд За природу"",""ЧФЗ"",""Фонд природы Челябы"",""Челябинский экофонд"",""ЧРБОФ За природу"",""Челябинский природный фонд"",""Фонд За природу (Челябинск)"",""Челябинский зелёный фонд"",""ЧебФЗП""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
146b48cf-61a5-49e7-8b10-90669af66932,Невзоров Александр Глебович,"[""Невзоров А.Г."",""Невзоров Александр"",""Александр Невзоров"",""Невзоров Глебович"",""Невзоров Александр Г."",""Невзоров Александр Глебович"",""Невзоров Алекс"",""Алекс Невзоров"",""Невзоров АГ"",""Невзоров Г."",""Невзоров Глебович А."",""Невзоров Глебович Александр"",""Саша Невзоров"",""Александр Г. Невзоров"",""А. Невзоров"",""Саня Невзоров"",""Невзоров Саня"",""Невзоров Саша"",""АГ Невзоров"",""Невзоров А. Г."",""Невзоров Глебыч"",""Глебыч Невзоров"",""А.Г. Невзоров"",""Невзоров Шурик"",""Шурик Невзоров"",""Александр Невзоров (Невзор)""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
148c1426-0c32-443c-9b31-0086b7c7e2b2,Братья-мусульмане (Аль-Ихван аль-Муслимун),"[""Аль-Ихван аль-Муслимун"",""Братья-мусульмане"",""Ихван"",""Аль-Ихван"",""Муслимун"",""БМ"",""БМ (АИМ)"",""Ихван аль-Муслимун"",""Ихван Муслимун"",""Братство мусульман"",""Братья"",""Мусульманское братство"",""Братишки"",""Ихваны"",""Братья-мусульмане (АИМ)"",""БМ-братья"",""Муслимские братья"",""Братья в исламе""]",террористы,true,Признана террористической организацией и запрещена на территории РФ,ч. 2 ст. 13.15 КоАП РФ,true
14933d05-ae4a-4ce1-9a96-c6ead0da4f31,Московский комьюнити-центр для ЛГБТ+инициатив,"[""Московский ЛГБТ+ центр"",""Московский ЛГБТ+ комьюнити-центр"",""Московский ЛГБТ+ центр инициатив"",""Московский ЛГБТ+ центр Москвы"",""Московский ЛГБТ+ центр для ЛГБТ+"",""МКЦ ЛГБТ+"",""МКЦ для ЛГБТ+"",""МКЦ Москвы"",""МКЦ инициатив"",""ЛГБТ+ центр Москвы"",""ЛГБТ+ комьюнити"",""ЛГБТ+ МКЦ"",""Комьюнити-центр Москвы"",""Центр для ЛГБТ+"",""Московский ЛГБТ+"",""ЛГБТ+ центр"",""МКЦ"",""Центр"",""Комьюнити""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
14a1c619-c4b5-44ea-9b38-0b1128a88568,Вырыпаев Иван Александрович,"[""Вырыпаев И. А."",""Вырыпаев Иван А."",""Иван Вырыпаев"",""Иван Александрович"",""В. И. Вырыпаев"",""В. А. Вырыпаев"",""Иван А."",""Вырыпаев Иван"",""Ваня Вырыпаев"",""Вырыпаев Ваня"",""Иван Александрович Вырыпаев"",""И. А. Вырыпаев"",""Вырпыч"",""Иван Вырпыч"",""Ваня Вырпыч"",""Иван Вырюкса"",""Вырюкса Иван"",""Иван Вырюк"",""Вырюк Иван""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
14d9e840-3734-4a77-bb2e-113397ed509a,Прохоров Вадим Юрьевич,"[""П. В. Прохоров"",""Вадим Прохоров"",""Юрьевич Прохоров"",""Вадим Юрьевич"",""П. В. Юрьевич"",""П. В. Вадим"",""П. В. Ю. Прохоров"",""П. В. Ю. Вадим"",""Вадя Прохоров"",""Вадик Прохоров"",""В. Ю. Прохоров"",""Вадим Ю."",""Прохоров В.Ю."",""Вадим Юрьевич Прохоров"",""В.Ю. Прохоров"",""В. Прохоров"",""Прохоров В."",""Прохоров Вадим"",""Прохоров Вадим Юрьевич""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
14e9387e-2017-4435-b53e-6af2137e428e,Общество с ограниченной ответственностью Три Ч,"[""ООО Три Ч"",""Три Ч ООО"",""Три Ч"",""Три Ч ЛТД"",""Три Ч Компания"",""Три Ч Организация"",""Три Ч Групп"",""Три Ч Корпорация"",""ТриЧка"",""ТриЧи"",""ТриЧушка"",""Чешки"",""Тройка Ч"",""Три Чей"",""ТЧ"",""Тричата"",""ТриЧКом"",""Чешка"",""ТриЧонок"",""ТриЧар"",""ТриЧко"",""ТриЧейка"",""ТриЧики"",""ТриЧечка"",""3 Ч"",""3Ч"",""ТриЧики-Пики"",""ТриЧок""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
155b2cf4-6ec8-482c-b7ce-1ba663e25926,Фонд в поддержку демократии ГОЛОС,"[""Фонд ГОЛОС"",""Фонд демократии ГОЛОС"",""Фонд поддержки демократии ГОЛОС"",""ГОЛОС"",""Фонд ГОЛОСа"",""ГОЛОСовцы"",""ДемГОЛОС"",""Фонд Голосок"",""ГОЛОСики"",""Фонд Голосов"",""Голосные"",""ПодГОЛОСок"",""Фонд ВПД ГОЛОС"",""ГОЛОС-фонд"",""Фонд \""ГОЛОС\""""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
15778792-4ef5-47a1-b767-99f3baea095c,Кукушкин Никита Андреевич,"[""Никита Кукушкин"",""Н. А. Кукушкин"",""Никита Андреевич"",""Кукушкин Н. А."",""Кукушкин Никита"",""Никита К."",""Кукушкин Никита А."",""Никита Андреевич Кукушкин"",""Кукушкин Никитка"",""Никитка Кукушкин"",""Н. Кукушкин"",""Куку Н."",""Ник Кукушкин"",""Кукушкин Ник"",""Никита А. К."",""К. Н. А."",""Кукушкин Н.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
159bdcc1-138a-4a65-bd1e-cfa43b8787a4,"Юридическое лицо Istories fonds, зарегистрированное в Латвийской Республике (регистрационный номер 50008295751, дата регистрации 24.02.2020)","[""Юридическое лицо Istories fonds"",""Istories fonds"",""Istories"",""IF"",""50008295751"",""24.02.2020"",""Историес"",""Фонд Исторьес"",""ИФонд"",""ИФ"",""Исторьес фандз"",""Фонд И"",""IFonds"",""Исторьес фонд"",""И-Фонд"",""Историес фонд""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
15a508f0-4b13-447e-b9fe-d285e9f7fc5c,Катиба Таухид валь-Джихад,"[""КТД"",""Таухид валь-Джихад"",""Катиба Таухид"",""КТ"",""Катиба ТТД"",""Катиба Таухид Джихад"",""Катиба Таухид валь-Джихад""]",террористы,true,Признана террористической организацией и запрещена на территории РФ,ч. 2 ст. 13.15 КоАП РФ,true
1644d8cb-bf12-40ca-b917-9f8fea029f75,Автономная некоммерческая организация по защите прав человека и информированию населения Якутия – Наше Мнение,"[""АНО по защите прав человека и информированию населения Якутия – Наше Мнение"",""АНО Якутия – Наше Мнение"",""ННО по правам человека Якутия – Наше Мнение"",""ННО Якутия – Наше Мнение"",""АНОПЧИН Якутия – Наше Мнение"",""АНОПЧИН ЯНМ"",""ННОПЧ Якутия – Наше Мнение"",""ННОПЧ ЯНМ"",""Наше Мнение Якутия"",""АНО Якутия"",""Наше Мнение"",""ЯНМ"",""ННО Якутия"",""Правозащитники Якутии"",""Якутские правозащитники"",""АНО Правозащита Якутия"",""НашеМнение"",""Правозащитная Якутия"",""Мнение Якутии"",""Якутия – Наше Мнение"",""АНО ЯНМ""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
16700fde-2d56-4c6d-92d0-59cf11a03ede,Межрегиональная общественная организация реализации социально-просветительских инициатив и образовательных проектов Открытый Петербург,"[""Открытый Петербург"",""МООРСПИОП"",""Общественная организация Открытый Петербург"",""Реализация социально-просветительских инициатив и образовательных проектов в Петербурге"",""ОтПит"",""ОпенПитер"",""ОпОрг"",""Опен СПб"",""Открытка"",""МОО ОтПит"",""ОпенПетербург"",""ОпенПетр""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
169a0763-a2ab-40fa-89c8-f89dac762aa9,Маетная Елизавета Витальевна,"[""Маетная Елизавета Витальевна"",""М. Е. В."",""Маетная Е. В."",""М. Елизавета В."",""М. Елизавета"",""М. Е. Витальевна"",""Маетная Лиза"",""Лизка Маетная"",""Маетная Елизавета"",""Маетная Лизочка"",""Маетная Лизонька"",""Маетная Витальевна"",""Маетная Л."",""Е.В. Маетная""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
16a77dae-c6a9-42aa-9eae-43bcb1d5b444,"Съезд народных депутатов (Kongres Deputowanych Ludowych), Польша","[""Польский Съезд народных депутатов"",""Польский Конгресс Депутатов"",""KDL"",""СНД Польши"",""ПКД"",""Съезд депутатов Польши"",""Польский СНД"",""Конгресс депутатов"",""Kongres Ludowy"",""Польский Конгресс"",""Депутатский Съезд"",""Съезд в Польше"",""Польский парламентский съезд"",""KDL Польша"",""Народный Конгресс Польши"",""Депутатский Конгресс"",""Польский народный съезд"",""СНД KDL"",""Польский KDL"",""Конгресс в Польше"",""Польский депутатский орган""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
16e7dd53-b957-4f19-a176-4ab931fa3921,Веллер Михаил Иосифович,"[""Михаил Иосифович Веллер"",""М. И. Веллер"",""Михаил Веллер"",""Веллер М. И."",""Веллер Михаил"",""Михаил Веллер (Михаил Иосифович)"",""Михал Веллер"",""Миха Веллер"",""Веллер Михаил (Миха)"",""Веллер Михал"",""Веллер М. Иосифович"",""М. Веллер (Михаил И.)"",""Михаил И. Веллер"",""Веллер Михаил И.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
16ea1ebf-7332-423d-aee3-67835328d69c,Владыкина Елена Сергеевна,"[""Владыкина Е.С."",""Елена Владыкина"",""Владыкина Елена"",""Елена Сергеевна"",""Владыкина Елена С."",""Е.С. Владыкина"",""Владыкина Е."",""Елена В."",""Владыкина Елена Сергеевна"",""Лена Владыкина"",""Еленка Владыкина"",""Леночка Владыкина"",""Владыкина Лена"",""Владыкина Л."",""Л. Владыкина"",""Е. Владыкина"",""Владыкина Е.Сергеевна"",""Елена С. Владыкина"",""Владыкина Лена С."",""Лена Сергеевна""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
16fa8b2c-43a9-4223-9eec-55001980c2ad,"Ğalğay Kortamuqalen Komitet (Комитет Ингушской Независимости, КИН, Комитет независимости Ингушетии) (Турецкая Республика)","[""Kortamuqalen Komitet"",""Ингушский Комитет независимости"",""КИН"",""Комитет независимости Ингушетии"",""Галгай Комитет"",""Турецкий КИН"",""Комитет Ингушетии"",""Ингушский комитет"",""KK"",""Кортмукален комитет"",""Галгай КИН"",""Турецкий комитет"",""Комитет Кортмукалена"",""ИнгНИК"",""КН Ингушетии"",""Галгайский комитет"",""КИН Турции"",""Kortamuqalen""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
1701e945-3640-48a2-a4b6-3ee19c699746,American Councils for International Education (США),"[""ACIE"",""American Councils"",""Американский совет по международному обучению (США)"",""Советы Америки для международного обучения"",""Советы для международного обучения (Америка)"",""Американские Советы"",""Американские Советы по образованию"",""Американские Советы (США)"",""American Councils USA"",""AC"",""АС"",""Советы Ameri"",""Амсовет"",""AmericEd"",""Американцы по обучению"",""Study America"",""USA Councils""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
17673509-01b9-4e2c-8620-12f002bdcd1d,Бобринский Николай Алексеевич,"[""Бобринский Николай"",""Бобринский Н. А."",""Бобринский Ник."",""Бобринский Николай А."",""Николай Алексеевич Бобринский"",""Н. А. Бобринский"",""Ник. Бобринский"",""Николай А. Бобринский"",""Бобринский Н. Алексеевич"",""Коля Бобринский"",""Николай Бобринский"",""Бобринский Коля"",""Николай Бобр."",""Н. Бобринский"",""Коля Н. Бобринский"",""Ник. А. Бобринский"",""Бобринский Николай Ал."",""Колька Бобринский"",""Бобринский Ник. Ал.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
17f588d5-49d8-4dce-8ead-35144ed7c09c,Шелест Александр,"[""Шелест"",""Александр"",""Шелест А."",""Шелест Алекс"",""Шелест Алексеевич"",""Шелест Александрович"",""Шелест Саша"",""Александр Шелест"",""Саша Шелест"",""Шелест Саня"",""Шелест Шура"",""Шура Шелест"",""Шелест А.С."",""А.С. Шелест"",""Шелест С."",""С. Шелест""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
18294d1e-b271-46e3-ab73-3820d72548ee,Егорченко Евгений Андреевич,"[""Егорченко Евгений Андреевич"",""Егорченко Е. А."",""Егорченко Евгений"",""Егорченко Евгений А."",""Егорченко Евгений Андрей"",""Женя Егорченко"",""Евгений Егорченко"",""Егорченко Женя"",""Женя Е."",""Егор Женя"",""Егорченко Жека"",""Жека Егорченко"",""Егорченко Евген"",""Евген Егорченко"",""Е. А. Егорченко""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
1849c96d-4b5f-4445-8979-22d41fc2e185,Мартынов Кирилл Константинович,"[""Мартынов К. К."",""Мартынов Кирилл К."",""Мартынов Константин"",""Мартынов Кирилл Константинович"",""Кирилл Константинович Мартынов"",""Мартынов Кирилл"",""Мартынов К."",""Кирилл Мартынов"",""Киря Мартынов"",""Кирилл К."",""Кирилл Константинович"",""Костя Мартынов"",""Мартынов Киря"",""Мартынов Кирюха"",""Кирилл Мартынов К."",""Мартынов К. Константинович"",""Кирилл М."",""Кирилл Мартынов К.К.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
18605857-d5aa-40b0-bd74-e6ad4aaf0f7f,"Американская компания Mason G.E.S. Anonymous Foundation (США), являющаяся владельцем интернет-издания https://mnews.world/","[""Mason G.E.S. Anonymous Foundation"",""Американская компания Mason G.E.S. Anonymous Foundation"",""Mason G.E.S. Foundation"",""Mason G.E.S. AF"",""Mason G.E.S. Анонимный Фонд"",""mnews.world"",""mnews"",""Mason G.E.S."",""G.E.S. Anonymous Foundation"",""Mason Foundation"",""Anonymous Foundation"",""G.E.S. AF"",""Mason Anonymous"",""Mason GES"",""GES Anonymous"",""Mason Анонимный"",""Фонд Mason"",""Mason World"",""MNews"",""M News"",""M-World"",""m.world"",""Mason анонимный фонд""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
18897d8d-a547-480e-ae49-3b6fbe16a2b7,Объединение Рок-группа Antisocial Distancing (Антисоциальное Дистанцирование),"[""АД"",""Рок-группа AD"",""Объединение Antisocial Distancing"",""Antisocial Distancing"",""Группа AD"",""Антисоциальное Дистанцирование"",""Антисоциалы"",""AD Band"",""Antisocial Distancing Union"",""АДшники"",""Антисоциалки"",""ADшка"",""AD-банда"",""Дистанцирование"",""Антисоц"",""ADшки"",""АД-группа"",""Дистанция"",""АД-бэнд"",""Антисоциалька""]",террористы,true,Признана террористической организацией и запрещена на территории РФ,ч. 2 ст. 13.15 КоАП РФ,true
189c42e4-4772-4f87-b2e1-00ebcec4bb97,Корпорация Международный Республиканский Институт (International Republican Institute),"[""Международный Республиканский Институт"",""Институт Республиканской Международы"",""Корпорация МРИ"",""IRI"",""ИРИ"",""МРИ"",""Республиканцы"",""Межрепы"",""Международники"",""Институт Республиканцев"",""МеждунарИнститут"",""Межреспубликанцы"",""РеспИнститут"",""IRIшки"",""Международный ИРИ"",""Международник"",""МРИшка"",""РИИ (ИРИ)"",""РеспМеждународник""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
18ad0784-39ba-4429-9603-0600ff5d32ec,Габуев Александр Тамерланович,"[""Габуев А. Т."",""Габуев Александр Т."",""Габуев Александр Тамерланович"",""Александр Тамерланович Габуев"",""Габуев Габуев А. Т."",""Габуев Габуев Александр Т."",""Габуев Габуев Александр Тамерланович"",""Александр Тамерланович Габуев Габуев"",""Саша Габуев"",""Александр Габуев"",""Алекс Габуев"",""Алик Габуев"",""Шура Габуев"",""Габуев Саша"",""Габуев Александр"",""Габуев Алекс"",""Габуев Алик"",""Габуев Шура"",""Саня Габуев"",""Габуев Саня"",""А. Т. Габуев"",""Александр Т. Габуев"",""Саша Т. Габуев"",""Габуев Саша Т.""]",иноагенты,true,внесён в реестр иностранных агентов,ч. 2.1 ст. 13.15 КоАП РФ,true
18b30b4f-4f6f-4102-afe4-1ee99ec557a0,"TVR Studios B.V., Королевство Нидерландов","[""TVR Studios Netherlands"",""TVR Studios NL"",""TVR Studios B.V."",""TVR Studios Holland"",""TVR Studios Kingdom of the Netherlands"",""TVR"",""TVR Studios"",""TVR NL"",""TVR Holland"",""TVR BV"",""TVR Королевство Нидерландов"",""TVR Королевство"",""студии TVR"",""TVR студия"",""TVR КорНидер"",""TVR КиН"",""TVR Нидерланды""]",нежелательные,false,,ст. 20.33 КоАП РФ,true
